SCHEDID,SCHEDHOURPART,SCHEDSEQ,SCHEDCATEGORY,SCHEDTYPE,LASTUSERNAME,LASTCHANGEDATE,
THURSDAY,09,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,09,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,09,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,09,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,10,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,10,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,10,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,10,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,10,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,10,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,10,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,10,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,10,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,10,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,10,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,11,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,11,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,11,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,11,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,11,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,11,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,11,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,11,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,11,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,11,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,11,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,12,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,12,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,12,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,12,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,12,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,12,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,12,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,12,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,12,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,12,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,12,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,13,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,13,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,13,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,13,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,13,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,13,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,13,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,13,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,13,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,13,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,13,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,14,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,14,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,14,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,14,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,14,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,14,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,14,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,14,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,14,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,14,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,14,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,15,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,15,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,15,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,15,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,15,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,15,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,15,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,15,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,15,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,15,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,15,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,16,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,16,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,16,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,16,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,16,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,16,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,16,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,16,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,16,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,16,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,16,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,17,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,17,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,17,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,17,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,17,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,17,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,17,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,17,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,17,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,17,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,17,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,18,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,18,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,18,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,18,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,18,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,18,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,18,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,18,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,18,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,18,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,18,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,19,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,19,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,19,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,19,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,19,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,19,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,19,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,19,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,19,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,19,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,19,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,20,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,20,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,20,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,20,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,20,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,20,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,20,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,20,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,20,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,20,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,20,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,21,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,21,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,21,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,21,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,21,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,21,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,21,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,21,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,21,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,21,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,21,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,22,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,22,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,22,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,22,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,22,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,22,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,22,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,22,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,22,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,22,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,22,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
THURSDAY,23,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
THURSDAY,23,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
THURSDAY,23,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
THURSDAY,23,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
THURSDAY,23,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
THURSDAY,23,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
THURSDAY,23,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
THURSDAY,23,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
THURSDAY,23,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
THURSDAY,23,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
THURSDAY,23,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,00,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,00,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,00,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,00,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,00,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,00,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,00,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,00,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,00,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,00,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,00,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,01,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,01,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,01,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
SATURDAY,01,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
SATURDAY,01,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
SATURDAY,01,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
SATURDAY,01,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
SATURDAY,01,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
SATURDAY,01,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
SATURDAY,01,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
SATURDAY,01,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
SATURDAY,02,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
SATURDAY,02,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
SATURDAY,02,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,00,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,00,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,00,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,00,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,00,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,00,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,00,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,00,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,00,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,00,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,00,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,01,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,01,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,01,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,01,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,01,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,01,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,01,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,01,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,01,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,01,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,01,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,02,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,02,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,02,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,02,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,02,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,02,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,02,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,02,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,02,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,02,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,02,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,03,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,03,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,03,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,03,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,03,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,03,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,03,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,03,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,03,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,03,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,03,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,04,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,04,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,04,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,04,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,04,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,04,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,04,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,04,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,04,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,04,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,04,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,05,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,05,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,05,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,05,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,05,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,05,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,05,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,05,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,05,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,05,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,05,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,06,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,06,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,06,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,06,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,06,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,06,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,06,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,06,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,06,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,06,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,06,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,07,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,07,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,07,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,07,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,07,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,07,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,07,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,07,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,07,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,07,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,07,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,08,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,08,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,08,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,08,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,08,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,08,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,08,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,08,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,08,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,08,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,08,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,09,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,09,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,09,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,09,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,09,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,09,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,09,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,09,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,09,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,09,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,09,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,10,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,10,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,10,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,10,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,10,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,10,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,10,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,10,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,10,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,10,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,10,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,11,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,11,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,11,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,11,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,11,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,11,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,11,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,11,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,11,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,11,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,11,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,12,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,12,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,12,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,12,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,12,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,12,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,12,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,12,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,12,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,12,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,12,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,13,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,13,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,13,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,13,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,13,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,13,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,13,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,13,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,13,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
FRIDAY,13,11,002,REPEAT:003,Administrator,2012.12.08 17:40:43,
FRIDAY,13,12,001,REPEAT:TOH,Administrator,2012.12.08 17:40:20,
FRIDAY,14,01,901,REPEAT:001,Administrator,2012.11.30 17:11:12,
FRIDAY,14,02,908,REPEAT:001,Administrator,2012.11.30 17:52:33,
FRIDAY,14,03,002,REPEAT:003,Administrator,2012.11.30 17:53:42,
FRIDAY,14,04,001,REPEAT:002,Administrator,2012.12.02 11:30:34,
FRIDAY,14,05,907,REPEAT:001,Administrator,2012.11.30 17:55:00,
FRIDAY,14,06,002,REPEAT:003,Administrator,2012.11.30 17:55:51,
FRIDAY,14,07,001,REPEAT:002,Administrator,2012.12.02 11:30:56,
FRIDAY,14,08,907,REPEAT:001,Administrator,2012.11.30 17:58:43,
FRIDAY,14,10,117,REPEAT:001,Administrator,2012.12.08 17:39:58,
